"Geslacht";"Leeftijd";"Vervoerwijzen";"Reismotieven";"Marges";"Perioden";"Ritten per persoon per dag (gemiddeld) (aantal)";"Afgelegde afstand per rit (gemiddeld) (km)"
"Totaal mannen en vrouwen";"60 tot 65 jaar";"Trein";"Winkelen, boodschappen doen";"Waarde";"2016*";0;38,56
"Totaal mannen en vrouwen";"60 tot 65 jaar";"Trein";"Winkelen, boodschappen doen";"Waarde";"2017*";0;39,61
"Totaal mannen en vrouwen";"60 tot 65 jaar";"Trein";"Winkelen, boodschappen doen";"Waarde";"2018*";;
"Totaal mannen en vrouwen";"60 tot 65 jaar";"Trein";"Winkelen, boodschappen doen";"Waarde";"2019*";;
"Totaal mannen en vrouwen";"60 tot 65 jaar";"Trein";"Winkelen, boodschappen doen";"Waarde";"2020*";;
"Totaal mannen en vrouwen";"60 tot 65 jaar";"Trein";"Onderwijs volgen, cursus, kinderopvang";"Waarde";"1999*";;
"Totaal mannen en vrouwen";"60 tot 65 jaar";"Trein";"Onderwijs volgen, cursus, kinderopvang";"Waarde";"2000*";;
"Totaal mannen en vrouwen";"60 tot 65 jaar";"Trein";"Onderwijs volgen, cursus, kinderopvang";"Waarde";"2001*";;
"Totaal mannen en vrouwen";"60 tot 65 jaar";"Trein";"Onderwijs volgen, cursus, kinderopvang";"Waarde";"2002*";;
"Totaal mannen en vrouwen";"60 tot 65 jaar";"Trein";"Onderwijs volgen, cursus, kinderopvang";"Waarde";"2003*";;
"Totaal mannen en vrouwen";"60 tot 65 jaar";"Trein";"Onderwijs volgen, cursus, kinderopvang";"Waarde";"2004*";;
"Totaal mannen en vrouwen";"60 tot 65 jaar";"Trein";"Onderwijs volgen, cursus, kinderopvang";"Waarde";"2005*";;
"Totaal mannen en vrouwen";"60 tot 65 jaar";"Trein";"Onderwijs volgen, cursus, kinderopvang";"Waarde";"2006*";;
"Totaal mannen en vrouwen";"60 tot 65 jaar";"Trein";"Onderwijs volgen, cursus, kinderopvang";"Waarde";"2007*";;
"Totaal mannen en vrouwen";"60 tot 65 jaar";"Trein";"Onderwijs volgen, cursus, kinderopvang";"Waarde";"2008*";;
"Totaal mannen en vrouwen";"60 tot 65 jaar";"Trein";"Onderwijs volgen, cursus, kinderopvang";"Waarde";"2009*";;
"Totaal mannen en vrouwen";"60 tot 65 jaar";"Trein";"Onderwijs volgen, cursus, kinderopvang";"Waarde";"2010*";;
"Totaal mannen en vrouwen";"60 tot 65 jaar";"Trein";"Onderwijs volgen, cursus, kinderopvang";"Waarde";"2011*";;
"Totaal mannen en vrouwen";"60 tot 65 jaar";"Trein";"Onderwijs volgen, cursus, kinderopvang";"Waarde";"2012*";;
"Totaal mannen en vrouwen";"60 tot 65 jaar";"Trein";"Onderwijs volgen, cursus, kinderopvang";"Waarde";"2013*";;
"Totaal mannen en vrouwen";"60 tot 65 jaar";"Trein";"Onderwijs volgen, cursus, kinderopvang";"Waarde";"2014*";;
"Totaal mannen en vrouwen";"60 tot 65 jaar";"Trein";"Onderwijs volgen, cursus, kinderopvang";"Waarde";"2015*";;
"Totaal mannen en vrouwen";"60 tot 65 jaar";"Trein";"Onderwijs volgen, cursus, kinderopvang";"Waarde";"2016*";;
"Totaal mannen en vrouwen";"60 tot 65 jaar";"Trein";"Onderwijs volgen, cursus, kinderopvang";"Waarde";"2017*";;
"Totaal mannen en vrouwen";"60 tot 65 jaar";"Trein";"Onderwijs volgen, cursus, kinderopvang";"Waarde";"2018*";;
"Totaal mannen en vrouwen";"60 tot 65 jaar";"Trein";"Onderwijs volgen, cursus, kinderopvang";"Waarde";"2019*";;
"Totaal mannen en vrouwen";"60 tot 65 jaar";"Trein";"Onderwijs volgen, cursus, kinderopvang";"Waarde";"2020*";;
"Totaal mannen en vrouwen";"60 tot 65 jaar";"Trein";"Overige reismotieven";"Waarde";"1999*";0,02;70,93
"Totaal mannen en vrouwen";"60 tot 65 jaar";"Trein";"Overige reismotieven";"Waarde";"2000*";0,02;70,62
"Totaal mannen en vrouwen";"60 tot 65 jaar";"Trein";"Overige reismotieven";"Waarde";"2001*";0,02;70,4
"Totaal mannen en vrouwen";"60 tot 65 jaar";"Trein";"Overige reismotieven";"Waarde";"2002*";0,02;70,28
"Totaal mannen en vrouwen";"60 tot 65 jaar";"Trein";"Overige reismotieven";"Waarde";"2003*";0,02;69,04
"Totaal mannen en vrouwen";"60 tot 65 jaar";"Trein";"Overige reismotieven";"Waarde";"2004*";0,02;69,18
"Totaal mannen en vrouwen";"60 tot 65 jaar";"Trein";"Overige reismotieven";"Waarde";"2005*";0,02;67,86
"Totaal mannen en vrouwen";"60 tot 65 jaar";"Trein";"Overige reismotieven";"Waarde";"2006*";0,02;67,81
"Totaal mannen en vrouwen";"60 tot 65 jaar";"Trein";"Overige reismotieven";"Waarde";"2007*";0,02;66,8
"Totaal mannen en vrouwen";"60 tot 65 jaar";"Trein";"Overige reismotieven";"Waarde";"2008*";0,02;67,67
"Totaal mannen en vrouwen";"60 tot 65 jaar";"Trein";"Overige reismotieven";"Waarde";"2009*";0,02;67,57
"Totaal mannen en vrouwen";"60 tot 65 jaar";"Trein";"Overige reismotieven";"Waarde";"2010*";0,02;67,86
"Totaal mannen en vrouwen";"60 tot 65 jaar";"Trein";"Overige reismotieven";"Waarde";"2011*";0,02;66,36
"Totaal mannen en vrouwen";"60 tot 65 jaar";"Trein";"Overige reismotieven";"Waarde";"2012*";0,02;65,34
"Totaal mannen en vrouwen";"60 tot 65 jaar";"Trein";"Overige reismotieven";"Waarde";"2013*";0,02;66,36
"Totaal mannen en vrouwen";"60 tot 65 jaar";"Trein";"Overige reismotieven";"Waarde";"2014*";0,02;65,41
"Totaal mannen en vrouwen";"60 tot 65 jaar";"Trein";"Overige reismotieven";"Waarde";"2015*";0,02;64,87
"Totaal mannen en vrouwen";"60 tot 65 jaar";"Trein";"Overige reismotieven";"Waarde";"2016*";0,02;64,86
"Totaal mannen en vrouwen";"60 tot 65 jaar";"Trein";"Overige reismotieven";"Waarde";"2017*";0,02;64,61
"Totaal mannen en vrouwen";"60 tot 65 jaar";"Trein";"Overige reismotieven";"Waarde";"2018*";0,02;63,14
"Totaal mannen en vrouwen";"60 tot 65 jaar";"Trein";"Overige reismotieven";"Waarde";"2019*";0,02;63,22
"Totaal mannen en vrouwen";"60 tot 65 jaar";"Trein";"Overige reismotieven";"Waarde";"2020*";;
"Totaal mannen en vrouwen";"60 tot 65 jaar";"Bus/tram/metro";"Totaal";"Waarde";"1999*";0,08;9,64
"Totaal mannen en vrouwen";"60 tot 65 jaar";"Bus/tram/metro";"Totaal";"Waarde";"2000*";0,08;9,63
"Totaal mannen en vrouwen";"60 tot 65 jaar";"Bus/tram/metro";"Totaal";"Waarde";"2001*";0,08;9,57
"Totaal mannen en vrouwen";"60 tot 65 jaar";"Bus/tram/metro";"Totaal";"Waarde";"2002*";0,08;9,41
"Totaal mannen en vrouwen";"60 tot 65 jaar";"Bus/tram/metro";"Totaal";"Waarde";"2003*";0,07;9,04
"Totaal mannen en vrouwen";"60 tot 65 jaar";"Bus/tram/metro";"Totaal";"Waarde";"2004*";0,07;8,8
"Totaal mannen en vrouwen";"60 tot 65 jaar";"Bus/tram/metro";"Totaal";"Waarde";"2005*";0,07;8,5
"Totaal mannen en vrouwen";"60 tot 65 jaar";"Bus/tram/metro";"Totaal";"Waarde";"2006*";0,07;8,08
"Totaal mannen en vrouwen";"60 tot 65 jaar";"Bus/tram/metro";"Totaal";"Waarde";"2007*";0,07;7,83
"Totaal mannen en vrouwen";"60 tot 65 jaar";"Bus/tram/metro";"Totaal";"Waarde";"2008*";0,07;7,93
"Totaal mannen en vrouwen";"60 tot 65 jaar";"Bus/tram/metro";"Totaal";"Waarde";"2009*";0,07;8,11
"Totaal mannen en vrouwen";"60 tot 65 jaar";"Bus/tram/metro";"Totaal";"Waarde";"2010*";0,07;7,69
"Totaal mannen en vrouwen";"60 tot 65 jaar";"Bus/tram/metro";"Totaal";"Waarde";"2011*";0,06;7,5
"Totaal mannen en vrouwen";"60 tot 65 jaar";"Bus/tram/metro";"Totaal";"Waarde";"2012*";0,06;7,41
"Totaal mannen en vrouwen";"60 tot 65 jaar";"Bus/tram/metro";"Totaal";"Waarde";"2013*";0,07;7,27
"Totaal mannen en vrouwen";"60 tot 65 jaar";"Bus/tram/metro";"Totaal";"Waarde";"2014*";0,07;7,28
"Totaal mannen en vrouwen";"60 tot 65 jaar";"Bus/tram/metro";"Totaal";"Waarde";"2015*";0,07;7,07
"Totaal mannen en vrouwen";"60 tot 65 jaar";"Bus/tram/metro";"Totaal";"Waarde";"2016*";0,07;7,04
"Totaal mannen en vrouwen";"60 tot 65 jaar";"Bus/tram/metro";"Totaal";"Waarde";"2017*";0,07;6,96
"Totaal mannen en vrouwen";"60 tot 65 jaar";"Bus/tram/metro";"Totaal";"Waarde";"2018*";0,07;6,57
"Totaal mannen en vrouwen";"60 tot 65 jaar";"Bus/tram/metro";"Totaal";"Waarde";"2019*";0,06;6,55
"Totaal mannen en vrouwen";"60 tot 65 jaar";"Bus/tram/metro";"Totaal";"Waarde";"2020*";0,03;6,23
"Totaal mannen en vrouwen";"60 tot 65 jaar";"Bus/tram/metro";"Van en naar het werk";"Waarde";"1999*";0,01;10,31
"Totaal mannen en vrouwen";"60 tot 65 jaar";"Bus/tram/metro";"Van en naar het werk";"Waarde";"2000*";0,01;10,08
"Totaal mannen en vrouwen";"60 tot 65 jaar";"Bus/tram/metro";"Van en naar het werk";"Waarde";"2001*";0,01;10,1
"Totaal mannen en vrouwen";"60 tot 65 jaar";"Bus/tram/metro";"Van en naar het werk";"Waarde";"2002*";0,01;10
"Totaal mannen en vrouwen";"60 tot 65 jaar";"Bus/tram/metro";"Van en naar het werk";"Waarde";"2003*";0,01;9,68
"Totaal mannen en vrouwen";"60 tot 65 jaar";"Bus/tram/metro";"Van en naar het werk";"Waarde";"2004*";0,02;9,71
"Totaal mannen en vrouwen";"60 tot 65 jaar";"Bus/tram/metro";"Van en naar het werk";"Waarde";"2005*";0,02;9,35
"Totaal mannen en vrouwen";"60 tot 65 jaar";"Bus/tram/metro";"Van en naar het werk";"Waarde";"2006*";0,02;8,78
"Totaal mannen en vrouwen";"60 tot 65 jaar";"Bus/tram/metro";"Van en naar het werk";"Waarde";"2007*";0,02;8,6
"Totaal mannen en vrouwen";"60 tot 65 jaar";"Bus/tram/metro";"Van en naar het werk";"Waarde";"2008*";0,02;8,58
"Totaal mannen en vrouwen";"60 tot 65 jaar";"Bus/tram/metro";"Van en naar het werk";"Waarde";"2009*";0,02;8,58
"Totaal mannen en vrouwen";"60 tot 65 jaar";"Bus/tram/metro";"Van en naar het werk";"Waarde";"2010*";0,02;8,18
"Totaal mannen en vrouwen";"60 tot 65 jaar";"Bus/tram/metro";"Van en naar het werk";"Waarde";"2011*";0,02;8,1
"Totaal mannen en vrouwen";"60 tot 65 jaar";"Bus/tram/metro";"Van en naar het werk";"Waarde";"2012*";0,02;7,95
"Totaal mannen en vrouwen";"60 tot 65 jaar";"Bus/tram/metro";"Van en naar het werk";"Waarde";"2013*";0,02;7,6
"Totaal mannen en vrouwen";"60 tot 65 jaar";"Bus/tram/metro";"Van en naar het werk";"Waarde";"2014*";0,02;7,81
"Totaal mannen en vrouwen";"60 tot 65 jaar";"Bus/tram/metro";"Van en naar het werk";"Waarde";"2015*";0,02;7,56
"Totaal mannen en vrouwen";"60 tot 65 jaar";"Bus/tram/metro";"Van en naar het werk";"Waarde";"2016*";0,02;7,6
"Totaal mannen en vrouwen";"60 tot 65 jaar";"Bus/tram/metro";"Van en naar het werk";"Waarde";"2017*";0,03;7,22
"Totaal mannen en vrouwen";"60 tot 65 jaar";"Bus/tram/metro";"Van en naar het werk";"Waarde";"2018*";0,03;7,16
"Totaal mannen en vrouwen";"60 tot 65 jaar";"Bus/tram/metro";"Van en naar het werk";"Waarde";"2019*";0,02;7,08
"Totaal mannen en vrouwen";"60 tot 65 jaar";"Bus/tram/metro";"Van en naar het werk";"Waarde";"2020*";0,01;6,79
"Totaal mannen en vrouwen";"60 tot 65 jaar";"Bus/tram/metro";"Winkelen, boodschappen doen";"Waarde";"1999*";0,03;7,74
"Totaal mannen en vrouwen";"60 tot 65 jaar";"Bus/tram/metro";"Winkelen, boodschappen doen";"Waarde";"2000*";0,03;7,62
"Totaal mannen en vrouwen";"60 tot 65 jaar";"Bus/tram/metro";"Winkelen, boodschappen doen";"Waarde";"2001*";0,03;7,66
"Totaal mannen en vrouwen";"60 tot 65 jaar";"Bus/tram/metro";"Winkelen, boodschappen doen";"Waarde";"2002*";0,03;7,86
"Totaal mannen en vrouwen";"60 tot 65 jaar";"Bus/tram/metro";"Winkelen, boodschappen doen";"Waarde";"2003*";0,02;7,15
"Totaal mannen en vrouwen";"60 tot 65 jaar";"Bus/tram/metro";"Winkelen, boodschappen doen";"Waarde";"2004*";0,02;7,27
"Totaal mannen en vrouwen";"60 tot 65 jaar";"Bus/tram/metro";"Winkelen, boodschappen doen";"Waarde";"2005*";0,02;7,15
"Totaal mannen en vrouwen";"60 tot 65 jaar";"Bus/tram/metro";"Winkelen, boodschappen doen";"Waarde";"2006*";0,02;6,75
"Totaal mannen en vrouwen";"60 tot 65 jaar";"Bus/tram/metro";"Winkelen, boodschappen doen";"Waarde";"2007*";0,02;6,77
"Totaal mannen en vrouwen";"60 tot 65 jaar";"Bus/tram/metro";"Winkelen, boodschappen doen";"Waarde";"2008*";0,02;6,59
"Totaal mannen en vrouwen";"60 tot 65 jaar";"Bus/tram/metro";"Winkelen, boodschappen doen";"Waarde";"2009*";0,02;6,15
"Totaal mannen en vrouwen";"60 tot 65 jaar";"Bus/tram/metro";"Winkelen, boodschappen doen";"Waarde";"2010*";0,02;6,24
"Totaal mannen en vrouwen";"60 tot 65 jaar";"Bus/tram/metro";"Winkelen, boodschappen doen";"Waarde";"2011*";0,02;6,08
"Totaal mannen en vrouwen";"60 tot 65 jaar";"Bus/tram/metro";"Winkelen, boodschappen doen";"Waarde";"2012*";0,01;6,25
"Totaal mannen en vrouwen";"60 tot 65 jaar";"Bus/tram/metro";"Winkelen, boodschappen doen";"Waarde";"2013*";0,01;6,03
"Totaal mannen en vrouwen";"60 tot 65 jaar";"Bus/tram/metro";"Winkelen, boodschappen doen";"Waarde";"2014*";0,01;5,96
"Totaal mannen en vrouwen";"60 tot 65 jaar";"Bus/tram/metro";"Winkelen, boodschappen doen";"Waarde";"2015*";0,01;5,77
"Totaal mannen en vrouwen";"60 tot 65 jaar";"Bus/tram/metro";"Winkelen, boodschappen doen";"Waarde";"2016*";0,01;5,79
"Totaal mannen en vrouwen";"60 tot 65 jaar";"Bus/tram/metro";"Winkelen, boodschappen doen";"Waarde";"2017*";0,01;5,63
"Totaal mannen en vrouwen";"60 tot 65 jaar";"Bus/tram/metro";"Winkelen, boodschappen doen";"Waarde";"2018*";0,01;5,4
"Totaal mannen en vrouwen";"60 tot 65 jaar";"Bus/tram/metro";"Winkelen, boodschappen doen";"Waarde";"2019*";0,01;5,25
"Totaal mannen en vrouwen";"60 tot 65 jaar";"Bus/tram/metro";"Winkelen, boodschappen doen";"Waarde";"2020*";;
"Totaal mannen en vrouwen";"60 tot 65 jaar";"Bus/tram/metro";"Onderwijs volgen, cursus, kinderopvang";"Waarde";"1999*";;
"Totaal mannen en vrouwen";"60 tot 65 jaar";"Bus/tram/metro";"Onderwijs volgen, cursus, kinderopvang";"Waarde";"2000*";;
"Totaal mannen en vrouwen";"60 tot 65 jaar";"Bus/tram/metro";"Onderwijs volgen, cursus, kinderopvang";"Waarde";"2001*";;
"Totaal mannen en vrouwen";"60 tot 65 jaar";"Bus/tram/metro";"Onderwijs volgen, cursus, kinderopvang";"Waarde";"2002*";;
"Totaal mannen en vrouwen";"60 tot 65 jaar";"Bus/tram/metro";"Onderwijs volgen, cursus, kinderopvang";"Waarde";"2003*";;
"Totaal mannen en vrouwen";"60 tot 65 jaar";"Bus/tram/metro";"Onderwijs volgen, cursus, kinderopvang";"Waarde";"2004*";;
"Totaal mannen en vrouwen";"60 tot 65 jaar";"Bus/tram/metro";"Onderwijs volgen, cursus, kinderopvang";"Waarde";"2005*";;
"Totaal mannen en vrouwen";"60 tot 65 jaar";"Bus/tram/metro";"Onderwijs volgen, cursus, kinderopvang";"Waarde";"2006*";;
"Totaal mannen en vrouwen";"60 tot 65 jaar";"Bus/tram/metro";"Onderwijs volgen, cursus, kinderopvang";"Waarde";"2007*";;
"Totaal mannen en vrouwen";"60 tot 65 jaar";"Bus/tram/metro";"Onderwijs volgen, cursus, kinderopvang";"Waarde";"2008*";;
"Totaal mannen en vrouwen";"60 tot 65 jaar";"Bus/tram/metro";"Onderwijs volgen, cursus, kinderopvang";"Waarde";"2009*";;
"Totaal mannen en vrouwen";"60 tot 65 jaar";"Bus/tram/metro";"Onderwijs volgen, cursus, kinderopvang";"Waarde";"2010*";;
"Totaal mannen en vrouwen";"60 tot 65 jaar";"Bus/tram/metro";"Onderwijs volgen, cursus, kinderopvang";"Waarde";"2011*";;
"Totaal mannen en vrouwen";"60 tot 65 jaar";"Bus/tram/metro";"Onderwijs volgen, cursus, kinderopvang";"Waarde";"2012*";;
"Totaal mannen en vrouwen";"60 tot 65 jaar";"Bus/tram/metro";"Onderwijs volgen, cursus, kinderopvang";"Waarde";"2013*";;
"Totaal mannen en vrouwen";"60 tot 65 jaar";"Bus/tram/metro";"Onderwijs volgen, cursus, kinderopvang";"Waarde";"2014*";;
"Totaal mannen en vrouwen";"60 tot 65 jaar";"Bus/tram/metro";"Onderwijs volgen, cursus, kinderopvang";"Waarde";"2015*";;
"Totaal mannen en vrouwen";"60 tot 65 jaar";"Bus/tram/metro";"Onderwijs volgen, cursus, kinderopvang";"Waarde";"2016*";;
"Totaal mannen en vrouwen";"60 tot 65 jaar";"Bus/tram/metro";"Onderwijs volgen, cursus, kinderopvang";"Waarde";"2017*";;
"Totaal mannen en vrouwen";"60 tot 65 jaar";"Bus/tram/metro";"Onderwijs volgen, cursus, kinderopvang";"Waarde";"2018*";;
"Totaal mannen en vrouwen";"60 tot 65 jaar";"Bus/tram/metro";"Onderwijs volgen, cursus, kinderopvang";"Waarde";"2019*";;
"Totaal mannen en vrouwen";"60 tot 65 jaar";"Bus/tram/metro";"Onderwijs volgen, cursus, kinderopvang";"Waarde";"2020*";;
"Totaal mannen en vrouwen";"60 tot 65 jaar";"Bus/tram/metro";"Overige reismotieven";"Waarde";"1999*";0,04;10,7
"Totaal mannen en vrouwen";"60 tot 65 jaar";"Bus/tram/metro";"Overige reismotieven";"Waarde";"2000*";0,04;10,89
"Totaal mannen en vrouwen";"60 tot 65 jaar";"Bus/tram/metro";"Overige reismotieven";"Waarde";"2001*";0,04;10,7
"Totaal mannen en vrouwen";"60 tot 65 jaar";"Bus/tram/metro";"Overige reismotieven";"Waarde";"2002*";0,04;10,24
"Totaal mannen en vrouwen";"60 tot 65 jaar";"Bus/tram/metro";"Overige reismotieven";"Waarde";"2003*";0,03;9,98
"Totaal mannen en vrouwen";"60 tot 65 jaar";"Bus/tram/metro";"Overige reismotieven";"Waarde";"2004*";0,03;9,41
"Totaal mannen en vrouwen";"60 tot 65 jaar";"Bus/tram/metro";"Overige reismotieven";"Waarde";"2005*";0,03;8,92
"Totaal mannen en vrouwen";"60 tot 65 jaar";"Bus/tram/metro";"Overige reismotieven";"Waarde";"2006*";0,03;8,5
"Totaal mannen en vrouwen";"60 tot 65 jaar";"Bus/tram/metro";"Overige reismotieven";"Waarde";"2007*";0,03;8,07
"Totaal mannen en vrouwen";"60 tot 65 jaar";"Bus/tram/metro";"Overige reismotieven";"Waarde";"2008*";0,03;8,39
"Totaal mannen en vrouwen";"60 tot 65 jaar";"Bus/tram/metro";"Overige reismotieven";"Waarde";"2009*";0,03;8,88
"Totaal mannen en vrouwen";"60 tot 65 jaar";"Bus/tram/metro";"Overige reismotieven";"Waarde";"2010*";0,03;8,17
"Totaal mannen en vrouwen";"60 tot 65 jaar";"Bus/tram/metro";"Overige reismotieven";"Waarde";"2011*";0,03;7,84
"Totaal mannen en vrouwen";"60 tot 65 jaar";"Bus/tram/metro";"Overige reismotieven";"Waarde";"2012*";0,03;7,59
"Totaal mannen en vrouwen";"60 tot 65 jaar";"Bus/tram/metro";"Overige reismotieven";"Waarde";"2013*";0,03;7,54
"Totaal mannen en vrouwen";"60 tot 65 jaar";"Bus/tram/metro";"Overige reismotieven";"Waarde";"2014*";0,03;7,37
"Totaal mannen en vrouwen";"60 tot 65 jaar";"Bus/tram/metro";"Overige reismotieven";"Waarde";"2015*";0,03;7,13
"Totaal mannen en vrouwen";"60 tot 65 jaar";"Bus/tram/metro";"Overige reismotieven";"Waarde";"2016*";0,03;6,99
"Totaal mannen en vrouwen";"60 tot 65 jaar";"Bus/tram/metro";"Overige reismotieven";"Waarde";"2017*";0,03;7,13
"Totaal mannen en vrouwen";"60 tot 65 jaar";"Bus/tram/metro";"Overige reismotieven";"Waarde";"2018*";0,03;6,4
"Totaal mannen en vrouwen";"60 tot 65 jaar";"Bus/tram/metro";"Overige reismotieven";"Waarde";"2019*";0,03;6,5
"Totaal mannen en vrouwen";"60 tot 65 jaar";"Bus/tram/metro";"Overige reismotieven";"Waarde";"2020*";0,01;6,29
"Totaal mannen en vrouwen";"60 tot 65 jaar";"Fiets";"Totaal";"Waarde";"1999*";0,65;3,68
"Totaal mannen en vrouwen";"60 tot 65 jaar";"Fiets";"Totaal";"Waarde";"2000*";0,64;3,7
"Totaal mannen en vrouwen";"60 tot 65 jaar";"Fiets";"Totaal";"Waarde";"2001*";0,64;3,69
"Totaal mannen en vrouwen";"60 tot 65 jaar";"Fiets";"Totaal";"Waarde";"2002*";0,64;3,69
"Totaal mannen en vrouwen";"60 tot 65 jaar";"Fiets";"Totaal";"Waarde";"2003*";0,66;3,75
"Totaal mannen en vrouwen";"60 tot 65 jaar";"Fiets";"Totaal";"Waarde";"2004*";0,65;3,73
"Totaal mannen en vrouwen";"60 tot 65 jaar";"Fiets";"Totaal";"Waarde";"2005*";0,65;3,79
"Totaal mannen en vrouwen";"60 tot 65 jaar";"Fiets";"Totaal";"Waarde";"2006*";0,65;3,8
"Totaal mannen en vrouwen";"60 tot 65 jaar";"Fiets";"Totaal";"Waarde";"2007*";0,64;3,86
"Totaal mannen en vrouwen";"60 tot 65 jaar";"Fiets";"Totaal";"Waarde";"2008*";0,64;3,81
"Totaal mannen en vrouwen";"60 tot 65 jaar";"Fiets";"Totaal";"Waarde";"2009*";0,66;3,89
"Totaal mannen en vrouwen";"60 tot 65 jaar";"Fiets";"Totaal";"Waarde";"2010*";0,64;3,86
"Totaal mannen en vrouwen";"60 tot 65 jaar";"Fiets";"Totaal";"Waarde";"2011*";0,66;3,93
"Totaal mannen en vrouwen";"60 tot 65 jaar";"Fiets";"Totaal";"Waarde";"2012*";0,68;3,93
"Totaal mannen en vrouwen";"60 tot 65 jaar";"Fiets";"Totaal";"Waarde";"2013*";0,67;3,98
"Totaal mannen en vrouwen";"60 tot 65 jaar";"Fiets";"Totaal";"Waarde";"2014*";0,71;4,01
"Totaal mannen en vrouwen";"60 tot 65 jaar";"Fiets";"Totaal";"Waarde";"2015*";0,67;4,01
"Totaal mannen en vrouwen";"60 tot 65 jaar";"Fiets";"Totaal";"Waarde";"2016*";0,66;4
"Totaal mannen en vrouwen";"60 tot 65 jaar";"Fiets";"Totaal";"Waarde";"2017*";0,66;4,03
"Totaal mannen en vrouwen";"60 tot 65 jaar";"Fiets";"Totaal";"Waarde";"2018*";0,69;4,1
"Totaal mannen en vrouwen";"60 tot 65 jaar";"Fiets";"Totaal";"Waarde";"2019*";0,67;4,12
"Totaal mannen en vrouwen";"60 tot 65 jaar";"Fiets";"Totaal";"Waarde";"2020*";0,55;4,43
"Totaal mannen en vrouwen";"60 tot 65 jaar";"Fiets";"Van en naar het werk";"Waarde";"1999*";0,05;3,31
"Totaal mannen en vrouwen";"60 tot 65 jaar";"Fiets";"Van en naar het werk";"Waarde";"2000*";0,06;3,36
"Totaal mannen en vrouwen";"60 tot 65 jaar";"Fiets";"Van en naar het werk";"Waarde";"2001*";0,06;3,39
"Totaal mannen en vrouwen";"60 tot 65 jaar";"Fiets";"Van en naar het werk";"Waarde";"2002*";0,06;3,42
"Totaal mannen en vrouwen";"60 tot 65 jaar";"Fiets";"Van en naar het werk";"Waarde";"2003*";0,06;3,48
"Totaal mannen en vrouwen";"60 tot 65 jaar";"Fiets";"Van en naar het werk";"Waarde";"2004*";0,08;3,51
"Totaal mannen en vrouwen";"60 tot 65 jaar";"Fiets";"Van en naar het werk";"Waarde";"2005*";0,08;3,62
"Totaal mannen en vrouwen";"60 tot 65 jaar";"Fiets";"Van en naar het werk";"Waarde";"2006*";0,08;3,66
"Totaal mannen en vrouwen";"60 tot 65 jaar";"Fiets";"Van en naar het werk";"Waarde";"2007*";0,08;3,71
"Totaal mannen en vrouwen";"60 tot 65 jaar";"Fiets";"Van en naar het werk";"Waarde";"2008*";0,1;3,71
"Totaal mannen en vrouwen";"60 tot 65 jaar";"Fiets";"Van en naar het werk";"Waarde";"2009*";0,1;3,79
"Totaal mannen en vrouwen";"60 tot 65 jaar";"Fiets";"Van en naar het werk";"Waarde";"2010*";0,1;3,85
"Totaal mannen en vrouwen";"60 tot 65 jaar";"Fiets";"Van en naar het werk";"Waarde";"2011*";0,11;3,9
"Totaal mannen en vrouwen";"60 tot 65 jaar";"Fiets";"Van en naar het werk";"Waarde";"2012*";0,12;3,94
"Totaal mannen en vrouwen";"60 tot 65 jaar";"Fiets";"Van en naar het werk";"Waarde";"2013*";0,13;4
"Totaal mannen en vrouwen";"60 tot 65 jaar";"Fiets";"Van en naar het werk";"Waarde";"2014*";0,14;4,08
"Totaal mannen en vrouwen";"60 tot 65 jaar";"Fiets";"Van en naar het werk";"Waarde";"2015*";0,14;4,14
"Totaal mannen en vrouwen";"60 tot 65 jaar";"Fiets";"Van en naar het werk";"Waarde";"2016*";0,15;4,18
"Totaal mannen en vrouwen";"60 tot 65 jaar";"Fiets";"Van en naar het werk";"Waarde";"2017*";0,15;4,28
